Flood_ID,DisNo.,Historic,Classification Key,Disaster Group,Disaster Subgroup,Disaster Type,Disaster Subtype,External IDs,Event Name,ISO,Country,Subregion,Region,Location,Origin,Associated Types,OFDA/BHA Response,Appeal,Declaration,AID Contribution ('000 US$),Magnitude,Magnitude Scale,Latitude,Longitude,River Basin,Total Deaths,No. Injured,No. Affected,No. Homeless,Total Affected,Reconstruction Costs ('000 US$),"Reconstruction Costs, Adjusted ('000 US$)",Insured Damage ('000 US$),"Insured Damage, Adjusted ('000 US$)",Total Damage ('000 US$),"Total Damage, Adjusted ('000 US$)",CPI,Admin Units,GADM Admin Units,Entry Date,Last Update,Start Date,End Date,Duration
119,2024-0879-TZA,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,TZA,United Republic of Tanzania,Sub-Saharan Africa,Africa,Tarime district (Mara region),Heavy rains,,No,No,No,,,Km2,,,,9.0,40.0,100.0,,140.0,,,,,,,100.0,,,2024-11-27,2024-11-29,2024-11-25,2024-11-27,2
120,2024-0865-IDN,No,nat-hyd-flo-fla,Natural,Hydrological,Flood,Flash flood,,,IDN,Indonesia,South-eastern Asia,Asia,"Karo, South Tapanuli, Padang Lawas and Deli Serdang districts (North Sumatra province)",Heavy rains,"Slide (land, mud, snow, rock)",No,No,No,,,Km2,,,,20.0,,1000.0,,1000.0,,,,,,,100.0,,,2024-11-25,2024-11-28,2024-11-23,2024-11-26,3
121,2024-0874-BOL,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,BOL,Bolivia (Plurinational State of),Latin America and the Caribbean,Americas,La Paz capital city area,Heavy rains,"Slide (land, mud, snow, rock)",No,No,No,,,Km2,,,Pasajahuira river,2.0,26.0,350.0,,376.0,,,,,,,100.0,,,2024-11-26,2025-03-18,2024-11-23,2024-11-24,1
122,2024-0839-ESP,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,ESP,Spain,Southern Europe,Europe,"Álora, Cártama, Alhaurín de la Torre, Pizarra municipalities and Malaga city (Malaga); Catalonia province",Heavy rains,,No,No,No,,,Km2,,,Campanillas and Guadalhorce rivers,,,500.0,,500.0,,,,,50000.0,50000.0,100.0,,,2024-11-14,2025-01-22,2024-11-13,2024-11-14,1
123,2024-0877-CRI,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,CRI,Costa Rica,Latin America and the Caribbean,Americas,"Guanacaste, Puntarenas",Heavy rains,,No,No,No,,,Km2,,,,8.0,,1098668.0,,1098668.0,,,,,,,100.0,,,2024-11-26,2025-07-31,2024-11-12,2024-11-26,14
124,2024-0856-DOM,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),GLIDE:FL-2024-000212,,DOM,Dominican Republic,Latin America and the Caribbean,Americas,"Duarte, El Seibo, Espaillat, Hato Mayor, La Altagracia, Maria Trinidad Sanches, Puerto Plata, Samanà",Heavy rain,,No,No,No,,,Km2,,,,,,15000.0,,15000.0,,,,,,,100.0,,,2024-11-26,2025-01-21,2024-11-10,2024-11-12,2
125,2024-0856-HTI,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),GLIDE:FL-2024-000212,,HTI,Haiti,Latin America and the Caribbean,Americas,"Les Cayes, Torbeck, Saint-Louis-du-Sud, Maniche and Port-Salut municipalities",Heavy rains,,No,No,No,,,Km2,,,,,,17790.0,,17790.0,,,,,,,100.0,,,2024-11-18,2025-01-21,2024-11-10,2024-11-12,2
126,2024-0796-ESP,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,ESP,Spain,Southern Europe,Europe,"Alaquàs, Albal, Aldaya, Alfafar, Algemesí, Benerússer, Catarroja, Llocnou de la Corona, Massanassa, Paiporta, Picanya, Sedaví, Utiel and La Torre municipalties (Valencia);, Letur, lbacete provinces; Castilla-La Mancha communities, Andalusia, Murcia, and the Balearic Islands, Catalonia",High-altitude isolated depression (DANA in Spanish),Lightening|Storm,No,No,No,,56.0,Km2,,,,232.0,,36115.0,,36115.0,,,4200000.0,4200000.0,11000000.0,11000000.0,100.0,,,2024-10-30,2025-01-22,2024-10-27,2024-11-04,8
127,2024-0783-ZAF,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,ZAF,South Africa,Sub-Saharan Africa,Africa,Eastern Cape province,Heavy rains,,No,No,No,,,Km2,,,,10.0,,3000.0,90.0,3090.0,,,,,,,100.0,,,2024-10-28,2024-10-28,2024-10-22,2024-10-25,3
128,2024-0788-USA,No,nat-hyd-flo-fla,Natural,Hydrological,Flood,Flash flood,,,USA,United States of America,Northern America,Americas,"Roswell (Chaves county, Eastern New Mexico)",Heavy rains,,No,No,Yes,,,Km2,,,,2.0,38.0,300.0,,338.0,,,,,,,100.0,,,2024-10-28,2024-10-28,2024-10-18,2024-10-20,2
129,2024-0753-FRA,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,FRA,France,Western Europe,Europe,"Rhône, Loire, Haute-Loire, Lozère, Ardèche, Alpes-Maritimes, Paris area",Heavy rains,,No,No,No,,,Km2,,,,,,2485.0,,2485.0,,,,,,,100.0,,,2024-10-18,2025-03-18,2024-10-17,2024-10-18,1
130,2024-0719-BGD,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,BGD,Bangladesh,Southern Asia,Asia,Sherpur district (Mymensingh and Sindh divisions),Heavy rains,,No,No,No,,,Km2,,,,10.0,,238931.0,,238931.0,,,,,,,100.0,,,2024-10-09,2024-10-28,2024-10-05,2024-10-10,5
131,2024-0719-IND,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,IND,India,Southern Asia,Asia,Meghalaya,Heavy rains,"Slide (land, mud, snow, rock)",No,No,No,,,Km2,,,,15.0,,,,,,,,,,,100.0,,,2024-10-09,2024-10-28,2024-10-04,2024-10-07,3
132,2024-0718-BIH,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),GLIDE:FL-2024-000188,,BIH,Bosnia and Herzegovina,Southern Europe,Europe,"Donja Jablanica, Konjic, Buturovic polje, Fojnica, Kiseljak and Kreševo",Heavy rains,"Slide (land, mud, snow, rock)",No,No,Yes,,,Km2,,,Neretva River,27.0,,5000.0,,5000.0,,,,,10000.0,10000.0,100.0,,,2024-10-09,2025-01-22,2024-10-03,2024-10-04,1
133,2024-0707-IRN,No,nat-hyd-flo-fla,Natural,Hydrological,Flood,Flash flood,,,IRN,Iran (Islamic Republic of),Southern Asia,Asia,Jiroft (Kerman province),,,No,No,No,,,Km2,,,Halil river,15.0,,,,,,,,,,,100.0,,,2024-10-01,2024-10-03,2024-09-30,2024-10-02,2
134,2024-0692-NPL,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),GLIDE:FL-2024-000177,,NPL,Nepal,Southern Asia,Asia,"Kathmandu, Kavrepalanchowk, Lalitpur, Bagmati, Gandak",Heavy rains,"Slide (land, mud, snow, rock)",No,No,No,,,Km2,,,,268.0,178.0,2590000.0,,2590178.0,,,,,338043.0,338043.0,100.0,,,2024-09-30,2024-11-06,2024-09-26,2024-10-08,12
135,2024-0763-SLE,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),GLIDE:FL-2024-000182,,SLE,Sierra Leone,Sub-Saharan Africa,Africa,"Bumbuna dam in Bumbuna town (Tonkolili District, Northern province), Bo, Bonthe, Bombali, Falaba, Kambia, Moyamba, Port Loko, Pujehun, and the Western Area districts",Heavy rains,,No,No,No,,,Km2,,,,,,23596.0,,23596.0,,,,,,,100.0,,,2024-10-18,2024-11-06,2024-09-23,2024-10-08,15
136,2024-0657-NGA,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,NGA,Nigeria,Sub-Saharan Africa,Africa,Maiduguri (Borno state),Heavy rains,Broken Dam/Burst bank,No,No,No,,,Km2,,,,37.0,58.0,414000.0,,414058.0,,,,,,,100.0,,,2024-09-23,2024-10-21,2024-09-07,2024-09-09,2
137,2024-0656-MAR,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,MAR,Morocco,Northern Africa,Africa,"Tata, Tiznit, Errachidia, Tinghir and Taroudant provinces",Heavy rains,,No,No,No,,,Km2,,,,22.0,,,168.0,168.0,,,,,,,100.0,,,2024-09-23,2024-10-03,2024-09-06,2024-09-09,3
138,2024-0672-DZA,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),GLIDE:FL-2024-000168,,DZA,Algeria,Northern Africa,Africa,"Béchar, Elbayadh, Beni Abbes, Tamanrasset, Tiaret, Tindouf, and Naama",Heavy rains,,No,No,No,,,Km2,,,,5.0,,11000.0,,11000.0,,,,,,,100.0,,,2024-09-24,2025-12-02,2024-09-05,2024-09-09,4
139,2024-0649-YEM,No,nat-hyd-flo-fla,Natural,Hydrological,Flood,Flash flood,,,YEM,Yemen,Western Asia,Asia,Al-Mahwit governorate,Heavy rains,,No,No,No,,,Km2,,,,40.0,,1075.0,,1075.0,,,,,,,100.0,,,2024-08-29,2024-10-28,2024-08-27,2024-08-29,2
140,2024-0647-IND,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,IND,India,Southern Asia,Asia,"Gujarat, Maharashtra, Tripura States",Monsoon rains,"Slide (land, mud, snow, rock)|Storm",No,No,No,,,Km2,,,,25.0,23.0,8007150.0,,8007173.0,,,,,,,100.0,,,2024-08-29,2024-10-22,2024-08-26,2024-08-27,1
141,2024-0644-IDN,No,nat-hyd-flo-fla,Natural,Hydrological,Flood,Flash flood,,,IDN,Indonesia,South-eastern Asia,Asia,Ternate regency (North Maluku province),Heavy rains,,No,No,No,,,Km2,,,,21.0,15.0,600.0,,615.0,,,,,,,100.0,,,2024-08-27,2024-10-22,2024-08-25,2024-08-26,1
143,2024-0624-BGD,No,nat-hyd-flo-fla,Natural,Hydrological,Flood,Flash flood,,,BGD,Bangladesh,Southern Asia,Asia,"Lakshmipur, Cumilla, Feni, and Noakhali districts",Heavy monsoon rains,,No,No,No,,,Km2,,,,71.0,,5820000.0,,5820000.0,,,,,155600.0,155600.0,100.0,,,2024-08-22,2025-04-01,2024-08-19,2024-09-03,15
144,2024-0624-IND,No,nat-hyd-flo-fla,Natural,Hydrological,Flood,Flash flood,,,IND,India,Southern Asia,Asia,Tripura state,Heavy rains,,No,No,No,,,Km2,,,,26.0,,1700000.0,,1700000.0,,,,,,,100.0,,,2024-08-23,2024-10-22,2024-08-19,2024-08-23,4
146,2024-0628-THA,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),GLIDE:FL-2024-000167,,THA,Thailand,South-eastern Asia,Asia,"Phetchabun, Chiang Rai, Chiang Mai, Nan, Phayao, Lampang, Phrae, Udon Thani, Rayong, Phuket, Sukhothai and Prae provinces",Heavy rains,"Slide (land, mud, snow, rock)",No,No,No,,,Km2,,,,22.0,19.0,38331.0,,38350.0,,,,,210000.0,210000.0,100.0,,,2024-08-22,2025-02-21,2024-08-16,2024-08-26,10
147,2024-0568-CHN,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,CHN,China,Eastern Asia,Asia,"Ridi Village (Kangding county, Garzê Tibetan Autonomous Prefecture, Sichuan province)",Heavy rains,"Collapse|Slide (land, mud, snow, rock)",No,No,No,,,Km2,,,,27.0,,939.0,,939.0,,,,,,,100.0,,,2024-08-05,2024-08-07,2024-08-03,2024-08-04,1
148,2024-0648-CMR,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),GLIDE:FL-2024-000162,,CMR,Cameroon,Sub-Saharan Africa,Africa,Logone et Chari and the Mayo-Danay Divisions (Far North Region ),Heavy rains,,No,No,No,,,Km2,,,,38.0,8.0,500000.0,,500008.0,,,,,,,100.0,,,2024-08-29,2025-02-13,2024-08-01,2024-09-30,60
149,2024-0569-TCD,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),GLIDE:FL-2024-000139,,TCD,Chad,Sub-Saharan Africa,Africa,"Batha, Chari-Baguirmi, Logone Oriental, Mayo-Kebbi Ouest, Sila, Logone Occidental, N'Djamena city, Lake, Kanem; Tibesti, Lac, Mayo-Kebbi Est, Mandoul, Tandjilé, Batah, Guera, Salamat, Ennedi West, Borkou, Ennedi East",Heavy rains,,No,No,No,,,Km2,,,,576.0,,1941869.0,,1941869.0,,,,,380000.0,380000.0,100.0,,,2024-08-05,2025-02-21,2024-08-01,2024-09-30,60
150,2024-0561-IND,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,IND,India,Southern Asia,Asia,"Mandi, Kullu, Shimla districts (Himachal Pradesh)",Heavy rains,,No,No,No,,,Km2,,,,46.0,,,,,,,,,,,100.0,,,2024-08-01,2025-03-18,2024-07-31,2024-08-23,23
151,2024-0617-GIN,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),GLIDE:FL-2024-000148,,GIN,Guinea,Sub-Saharan Africa,Africa,"BTN, Bolibana, Sigurikoura, Nankoda, Kokomo, Heremakonon, Chinese City, Tiguibiry, Konoba, Abatoire, Setceur TP, Téléladji, ORS1, and Mandé districts; Kintinian, Kinièbakoura, Niandankoro sub-prefectures (Siguiri)",Heavy rains,,No,No,No,,,Km2,,,,5.0,1000.0,175000.0,,176000.0,,,,,,,100.0,,,2024-08-21,2025-08-04,2024-07-29,2024-07-31,2
152,2024-0580-YEM,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,YEM,Yemen,Western Asia,Asia,"Maqbanah district (Taez governorate), Sadaa provinces; Al Hudaydah, Al Hajjah, Ma'rib governorates",Heavy rains,,No,No,No,,,Km2,,,,62.0,16.0,171300.0,,171316.0,,,,,,,100.0,,,2024-08-08,2024-08-19,2024-07-28,2024-08-08,11
